len,ID,Date,Source,Likes,RTs,SA,Text,location
111,Asianbiznett,2017-12-04,Asian Business,3,1,0,b'Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid US trade spat: sources https://t.co/WgrjesinmS #Asia #Business',Asia
142,JP_Biz,2017-12-04,Twitter for iPhone,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""",Belfast
138,theFliegerFaust,2017-12-04,RunnerCommonKeys,9,3,1,b'#Aeromexico would offer a short-term solution to #Bombardier and #Delta first few #CSeries https://t.co/YruKPaB8Oo https://t.co/gX0kA6xYNL',
107,nimorubenchiwa,2017-12-04,IFTTT,0,0,0,"b""ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/ziX8Qr8cPk""",Charlotte
112,msttrader,2017-12-04,Twitter Web Client,1,0,0,"b""#Nafta Red Flag\n\nAeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/seomPg0UKg""",Tempe. AZ
142,ReutersMontreal,2017-12-04,Twitter Web Client,0,11,0,"b""RT @chrissiemurray: Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMont\xe2\x80\xa6""","Montreal, Canada"
111,SaraGomezAranci,2017-12-04,Twitter Lite,0,4,0,"b""RT @ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/V67hy5LOj4""",
107,InvestingLatest,2017-12-04,IFTTT,0,0,0,"b""ReutersBiz: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/ykWtgiXR85""",
124,wlstcom,2017-12-04,wlst,0,0,0,b'Aeromexico eyes Deltas CSeries jet order amid U.S. trade spat: sources #wlst https://t.co/9CmngZxg79 https://t.co/muU1QX0SDk',digital
95,ReutersBiz,2017-12-04,SocialFlow,1,4,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/V67hy5LOj4""",Where you are
95,EINAirbusNews,2017-12-04,EIN News Publisher,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/wxEks5WYpt""","Washington, D.C."
123,chrissiemurray,2017-12-04,Twitter Web Client,5,11,0,"b""Aeromexico could take some of Delta's CSeries jet order after U.S. trade spat https://t.co/53U4d8xaNn with @ReutersMontreal""","Distrito Federal, México"
135,tden10,2017-12-04,Twitter Web Client,1,1,1,"b""New Twist to Bombardier-Boeing spat: Aeromexico eyes Delta's CSeries jet order amid U.S. trade dispute -sources https://t.co/YxJa03no9n""","Toronto, Ontario"
107,SGnews,2017-12-04,IFTTT,0,0,0,"b""[CNA] Aeromexico eyes Delta's CSeries jet order amid US trade spat: sources https://t.co/K8wXIQP4Dz #SGnews""",Singapore
111,ClaireHamiltonc,2017-12-04,IFTTT,0,0,0,"b""CompanyFCanada: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/QaeSwhnaRx""","Toronto, Ontario"
117,ChannelNewsAsia,2017-12-04,dlvr.it,1,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid US trade spat: sources https://t.co/ULePCTqYKk https://t.co/hyM8hQYoEM""",Singapore
142,sdonnan,2017-12-04,Twitter for iPhone,0,2,0,"b'RT @Gabriel_Espana: ""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via NYT https://t.co/sjle4MkHyR ht\xe2\x80\xa6'",Washington DC
104,nycsocialg,2017-12-04,IFTTT,0,0,0,"b""UPDATE 1-Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/PbRjGJPBZ4""","Washington, DC"
106,lifeoncoin,2017-12-04,IFTTT,0,0,0,"b'""UPDATE 1-Aeromexico eyes Delta\'s CSeries jet order amid U.S. trade spat -sources"" https://t.co/CBvMs5o7FN'",EU
104,NTKRNow,2017-12-04,IFTTT,0,0,0,"b""UPDATE 1-Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/kpbzWU46nF""",
93,chuhaizhou,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid US trade spat: sources https://t.co/HaXCqeY9SW""",
142,sgtastemakers,2017-12-04,IFTTT,0,0,0,"b'Aeromexico  has held preliminary talks to take some Bombardier  CSeries jets orders from Delta Air Lines Inc , whic\xe2\x80\xa6 https://t.co/PSjTa99uis'",Singapore
141,nanningsteve,2017-12-04,Twitter Web Client,0,1,0,"b""RT @walidmrealtor: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/XrMcFkZMjT #businessNews (Reuters)\xe2\x80\xa6""",Trumpland
121,CDNLawFirm,2017-12-04,dlvr.it,0,0,0,b'Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid U.S. trade spat: sources https://t.co/nuPL2D8nmZ https://t.co/XRA0TmjR91',"Boston, MA"
95,CompanyFCanada,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/PjLbGZ5Ljv""",
129,beeznescom,2017-12-04,IFTTT,0,0,0,"b""UPDATE 1-Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/yByiwiTQMT #BusinessNews #Companies""",
104,InternetNews19,2017-12-04,IFTTT,0,0,0,"b""UPDATE 1-Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/Bn4snI7Qqx""",
95,RTGBusiness,2017-12-04,IFTTT,0,0,0,"b""#Business | Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources #RTGFinance""",
104,okonomi_nytt,2017-12-04,IFTTT,0,0,0,"b""Reuters: Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/7Q8bFpFErP""",Oslo
109,techjollof,2017-12-04,TechJollof,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources - https://t.co/REIZj4jj4A @techjollof""",Planet Earth
116,coreyangio,2017-12-04,IFTTT,0,0,0,"b'""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via NYT https://t.co/CNHZJYTntm'",Thorndale
98,tjbakare,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/7rUb9DK7Hl RT""",
116,AlyceBurkhammer,2017-12-04,IFTTT,0,0,0,"b'""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via NYT https://t.co/MUZMzQ7YNB'",Lynchburg
97,newsinvesting,2017-12-04,FP News Publisher - COM,1,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources - https://t.co/rQov7XcJvd""",Global
131,brandnaware,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/phTRpxS28h brandnaware https://t.co/BcSavW0mSq""","Lagos, Nigeria"
125,juanhdzmx,2017-12-04,IFTTT,0,0,0,"b'#Mexico ""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" por REUTERS via NYT https://t.co/qitrqL3woK'",Mexico
106,MedAgness,2017-12-04,IFTTT,0,0,0,"b""#Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/mcOlhywTg0 #business""",Riyadh
95,AvinondonC,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/NxadPueM2Y""","Dhaka, Bangladesh"
95,Tanvirideas,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/aktJpVn2ex""",
116,AlliyahTraynhan,2017-12-04,IFTTT,0,0,0,"b'""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via NYT https://t.co/bCK5ek6oIr'",San Jose
95,Parmigiani_S,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/5L8Kn610SS""",
71,firstpitchvc,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources""",nyc
116,christingab,2017-12-04,IFTTT,0,0,0,"b'""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via NYT https://t.co/YHRwCFiYhh'",Akron
135,aandreavitch,2017-12-04,IFTTT,0,0,0,"b'RT josephjett ""Aeromexico eyes Delta\'s CSeries jet order amid U.S. trade spat: sources https://t.co/iYSqOk9TBE https://t.co/wguoNYMLY2""'",czech
105,GeneveGlobal,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/I2qwqXyajV #Business""",
95,Taxtreats,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/49LbZJsTue""",
131,brandnaware,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/phTRpxS28h brandnaware https://t.co/J6MNQSgkOW""","Lagos, Nigeria"
95,mikekaramgr,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/cdahxA101g""",
95,joetopichak,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/cEToBU4qjq""","Corning, NY"
97,vanity800number,2017-12-04,Vanityscript,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources - https://t.co/Upg2XVKED2""",
95,bmw_free,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/r4Lc13c8oX""",Victoria BC Canada
119,beeznescom,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/TIC54uQeIQ #BusinessNews #Business""",
107,binaryxchange,2017-12-04,IFTTT,0,0,1,"b'New post: ""Aeromexico eyes Delta\'s CSeries jet order amid U.S. trade spat: sources"" https://t.co/geP4zXv5lS'",United Kingdom
95,Tekening_int,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/poANvD1N2W""",
119,Goldnetonline,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/y9yk8Yowel https://t.co/UtcCAiter7""",Lagos
95,Goldnetonline,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/pIHRnXcpOd""",Lagos
138,marshawright,2017-12-04,Twibble.io,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/k2aE1i8Hnu #news #business\xe2\x80\xa6 https://t.co/xNxL8sXDeI""",USA|EUROPE|ASIA|GLOBAL✈️
95,brandnaware,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/kN76qQ55Sr""","Lagos, Nigeria"
95,conlibrarian,2017-12-04,Twitter for iPhone,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/uGa41r2rGd""","Houston, Texas"
142,ganaeuroamerica,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources MONTREAL/MEXICO CITY (Reuters) - Aeromexico\xe2\x80\xa6 https://t.co/MTK2fVyf4B""",America
142,merche_iturbe,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/kuB04u7mzh MONTREAL/MEXICO CIT\xe2\x80\xa6 https://t.co/0YpCBDoCbM""","Madrid, Comunidad de Madrid"
131,brandnaware,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/phTRpxS28h brandnaware https://t.co/zTKzF6ZvT3""","Lagos, Nigeria"
95,NTKRNow,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/DSXIuZeOEp""",
95,JimPhelpsLon,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/Fjtj0PgAzq""",London
95,Brian_Poncelet,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/18dI98go2V""","Toronto, Oakville, Canada"
116,FlorencioEJudd8,2017-12-04,IFTTT,0,0,0,"b'""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via NYT https://t.co/shvhwacM2o'",Kensington
97,lifeoncoin,2017-12-04,IFTTT,0,0,0,"b'""Aeromexico eyes Delta\'s CSeries jet order amid U.S. trade spat: sources"" https://t.co/lkF19ZrKsZ'",EU
95,ProspectingTheF,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/QsCV0FZlMG""","North Chicago, IL"
91,MyAlliesNews,2017-12-04,MyAllies Breaking News,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: ... https://t.co/lsm1ZAgFav""",
95,MichaelCThompso,2017-12-04,Twitter Web Client,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/Hze5Vt4Jr4""",Florida
95,Cathlenahi,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/xfrGHacQTo""",United States
140,Gabriel_Espana,2017-12-04,IFTTT,0,2,0,"b'""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via NYT https://t.co/sjle4MkHyR https://t.co/emRWiRwgwz'",Washington DC
119,Rouletteberater,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/jjIeVQ2TVd https://t.co/UGbU8kEgxh""",Canada
95,RealtorJairo,2017-12-04,Facebook,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/J2eIoHie8Q""","Houston,TX"
119,Rouletteberater,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/g3r8YsCVyo https://t.co/LndGVVS9ie""",Canada
142,walidmrealtor,2017-12-04,dlvr.it,0,1,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/XrMcFkZMjT #businessNews (Reut\xe2\x80\xa6 https://t.co/Z8STkm7zry""","Charlotte, NC"
119,open_realestate,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/ZPfML3GqH0 https://t.co/rEhVNyE1hh""",United States
119,RealtorJairo,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/H62YKQAUeN https://t.co/0ebv0PMQJX""","Houston,TX"
119,Fix21576,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/vRtfp5L0CZ https://t.co/NtKYO0OWb9""",Peru
112,FinanzLinksWELT,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 U.S. trade spat: sources https://t.co/k3BcxYS4QF REUTERS""",
119,LauraTurner55,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/FUp5LOA30j https://t.co/VSG9a1JPli""","California, USA"
95,ShivDaviGodwa,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/wEYHkf9d72""",
119,easymarkets,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/vic9GXr71S https://t.co/ziXPzodDuh""","Europe, Australia"
136,mediat_biz,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/KXRhBvCy26 Business News\xe2\x80\xa6 https://t.co/P3HPMPpZDs""",global
124,BIZZcommunity,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/lZ6ODF7huD #biz https://t.co/rceXHuOza9""",
142,GoldDunes,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources: MONTREAL/MEXICO CITY (Reuters) - Aeromexic\xe2\x80\xa6 https://t.co/Oy8YSS01Nv""",Kingdom of Saudi Arabia
119,Mktg4theFuture,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/WDoNEhesoZ https://t.co/MwWIarqR2Y""","HQ: Tucson, AZ "
119,josephjett,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/bqgbQ8lZAk https://t.co/ijU1hiIi3G""","New York, NY"
109,houstontxinsure,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/mzDx8xGayU #businessNews""",Texas
95,ToddsBizz,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/It4cmZNZtI""",USA
117,RedSkittleBlue,2017-12-04,IFTTT,0,0,0,"b'""Aeromexico Eyes Delta\'s CSeries Jet Order Amid U.S. Trade Spat: Sources"" by REUTERS via #NYT https://t.co/UrjNcWfjfc'",
121,HouseCracka,2017-12-04,dlvr.it,0,0,0,b'Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid U.S. trade spat: sources https://t.co/I6Q9RQbdzx https://t.co/X3tY18ThnR',Republic of House
119,cmloren,2017-12-04,dlvr.it,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/SpcQ3npGB5 https://t.co/lXo148ZmMA""",
95,jobspay,2017-12-04,Facebook,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/qu2op61C9v""",
95,junaidmirza,2017-12-04,IFTTT,0,0,0,"b""Aeromexico Eyes Delta's CSeries Jet Order Amid U.S. Trade Spat: Sources https://t.co/v0ZcgbV5Ih""","ÜT: 43.5680319,-79.745084"
97,lifeoncoin,2017-12-04,IFTTT,0,0,0,"b'""Aeromexico eyes Delta\'s CSeries jet order amid U.S. trade spat -sources"" https://t.co/It88c8a320'",EU
109,RWSolutionsInc,2017-12-04,Hootsuite,0,0,0,"b""#BusinessNews Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/IkJwZnqCj1""","Brooklyn, NY & Worldwide"
95,NTKRNow,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/bIiaKK8mBZ""",
95,nowlifestyle3,2017-12-04,Hootsuite,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/wIUHolTCx9""",
95,BLOTMVIPGroup,2017-12-04,Hootsuite,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/8j2SCu241h""","Atlanta, GA"
119,ardadecounty1,2017-12-04,Hootsuite,0,0,0,"b""https://t.co/seBA16x2eW Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/qFle4OIPkP""",
97,InvestingStockz,2017-12-04,ForexPros News & Analysis,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources - https://t.co/0JxqKTubwx""",Worldwide
135,AirplaneGuy2013,2017-12-04,Twitter Web Client,0,0,1,b'@matthew007800 @onetwtuser @alegomezhdez @BoeingAirplanes No you are wrong as the newer fly by wire system on the CSeries will be used.',Flight Operations Center
95,InternetNews19,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/4LOc3v1d6g""",
120,beeznescom,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/EgQ00DilPS #BusinessNews #Companies""",
95,nycsocialg,2017-12-04,IFTTT,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat -sources https://t.co/3VJOUv58d0""","Washington, DC"
99,newswithvalue,2017-12-04,NFIG,0,0,0,b'$DAL:\n\nAeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid US trade spat \xe2\x80\xa6:\n\nhttps://t.co/o69oQf0jjz',
154,AirplaneGuy2013,2017-12-04,Twitter Web Client,0,4,0,b'RT @HoteLuxeThomas: A life well travelled... - I \xe2\x9d\xa4\xef\xb8\x8f @FlySWISS !\xf0\x9f\x87\xa8\xf0\x9f\x87\xad\xe2\x9c\xa8 #lifewelltravelled #luxurytravel #airline #plane #bombardier #cseries #u\xe2\x80\xa6',Flight Operations Center
96,ForTraders,2017-12-04,Zonebourse Communauté,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources  https://t.co/cwrEWPGfWq""",
127,goaviationvideo,2017-12-04,goaviationvideo app,0,0,0,"b'Bombardier CSeries Presentation at the Dubai Air Show -- Airframe, Cabine &amp; Cockpit in HD ! https://t.co/N1oGWhNvl8 #avgeek'",
107,matthew007800,2017-12-04,Twitter for Android,5,0,1,b'@BoeingAirplanes So does the #cseries and it does it better too with more information screens on the EICAS.',ponyville
127,WandrMe,2017-12-04,Twitter for iPhone,5,0,1,b'If I didn\xe2\x80\x99t know better I\xe2\x80\x99d think this story was a plant by Airbus/Bombardier to sell more CSeries. https://t.co/w9myVbabZm',"NYC, but usually on a plane!"
142,theFliegerFaust,2017-12-04,Twitter Web Client,0,2,1,"b'RT @sylvainfaust: #CSeries Delivery Update and the Famous ""Little"" part of Fuselage made in #China. #bombardier #airbus #boeing #CS300 #SWI\xe2\x80\xa6'",
136,sylvainfaust,2017-12-04,Twitter Web Client,5,2,1,"b'#CSeries Delivery Update and the Famous ""Little"" part of Fuselage made in #China. #bombardier #airbus #boeing\xe2\x80\xa6 https://t.co/dC2twL6obV'",
136,pierre_sico,2017-12-04,Twitter Web Client,0,1,0,b'RT @bouroux: airBaltic Celebrates One Year Anniversary of CSeries CS300 Operations. The Latvian https://t.co/zZiAL4jzeC via @50skyshades',"Laurentides, Québec, Canada."
123,bouroux,2017-12-04,Twitter Web Client,3,1,0,b'airBaltic Celebrates One Year Anniversary of CSeries CS300 Operations. The Latvian https://t.co/zZiAL4jzeC via @50skyshades',Montreal  Canada
141,AnnPanum,2017-12-04,Twitter Web Client,0,2,0,"b'RT @gzappia64: With friends like these . . . Connecting the dots between Boeing, Bombardier and Big Macs | Canadian Lawyer Mag ""...  If my\xe2\x80\xa6'",Cheshire
142,Clint009,2017-12-04,Twitter Web Client,0,1,1,"b""RT @PierreBus380: And they're not moving closer with papers and pen. They're moving closer with fire in their eyes, ready to get back at th\xe2\x80\xa6""",Canada
142,PierreBus380,2017-12-04,Twitter Web Client,3,1,1,"b""And they're not moving closer with papers and pen. They're moving closer with fire in their eyes, ready to get back\xe2\x80\xa6 https://t.co/MDuk8yaYdI""",
142,PlaneSpotIsCool,2017-12-04,PlaneSpotterRetweet,0,2,1,"b'RT @sylvainfaust: #CSeries Delivery Update, #JustinTrudeau #China etc... on Fliegerfaust Newsletter First, soon this morning. #Bombardier #\xe2\x80\xa6'",Worldwide
142,PlaneSpotIsCool,2017-12-04,PlaneSpotterRetweet,0,2,1,"b'RT @theFliegerFaust: #CSeries Delivery Update, #JustinTrudeau #China etc... on Fliegerfaust Newsletter First, soon this morning. #Bombardie\xe2\x80\xa6'",Worldwide
134,theFliegerFaust,2017-12-04,Twitter Web Client,1,2,1,"b'#CSeries Delivery Update, #JustinTrudeau #China etc... on Fliegerfaust Newsletter First, soon this morning.\xe2\x80\xa6 https://t.co/AKCqnXFiZ9'",
134,sylvainfaust,2017-12-04,Twitter Web Client,2,2,1,"b'#CSeries Delivery Update, #JustinTrudeau #China etc... on Fliegerfaust Newsletter First, soon this morning.\xe2\x80\xa6 https://t.co/HUyLZ6oazg'",
142,NaiBhasha,2017-12-04,IFTTT,0,0,1,"b""Trudeau's visit to China comes, as planemaker, Bombardier Inc is eager to win a breakthrough order from Chinese car\xe2\x80\xa6 https://t.co/95j2TU64S9""",India
141,bouroux,2017-12-04,Twitter Web Client,0,2,0,"b'RT @gzappia64: With friends like these . . . Connecting the dots between Boeing, Bombardier and Big Macs | Canadian Lawyer Mag ""...  If my\xe2\x80\xa6'",Montreal  Canada
142,gzappia64,2017-12-03,Twitter Web Client,4,2,0,"b'With friends like these . . . Connecting the dots between Boeing, Bombardier and Big Macs | Canadian Lawyer Mag ""..\xe2\x80\xa6 https://t.co/vkrJJIaOgj'",Canada
142,Clint009,2017-12-03,Twitter Web Client,0,2,1,b'RT @fbeaulie99: Swiss Cseries 7th #CS300 (MSN55020) - has reached service ceiling.  Ready for client acceptance flights? https://t.co/jlFRX\xe2\x80\xa6',Canada
143,Clint009,2017-12-03,Twitter Web Client,0,3,1,b'RT @RyanDebrusk: Congrats to our great partner @airBaltic!  I can\xe2\x80\x99t believe it has been one year already since #cseries was first welcomed\xe2\x80\xa6',Canada
142,bouroux,2017-12-03,Twitter Web Client,0,1,0,b'RT @mschryer: #CSeries #CS300 SN55019 #KAL flying today as is SN55020 #SWISS with SN55016 #airBaltic  yesterday that is a lot of weekend ac\xe2\x80\xa6',Montreal  Canada
141,mschryer,2017-12-03,Twitter Web Client,11,1,0,b'#CSeries #CS300 SN55019 #KAL flying today as is SN55020 #SWISS with SN55016 #airBaltic  yesterday that is a lot of\xe2\x80\xa6 https://t.co/QDGcmATz2F',
142,bouroux,2017-12-03,Twitter Web Client,0,2,1,b'RT @fbeaulie99: Swiss Cseries 7th #CS300 (MSN55020) - has reached service ceiling.  Ready for client acceptance flights? https://t.co/jlFRX\xe2\x80\xa6',Montreal  Canada
128,fbeaulie99,2017-12-03,Twitter Web Client,9,2,1,b'Swiss Cseries 7th #CS300 (MSN55020) - has reached service ceiling.  Ready for client acceptance flights? https://t.co/jlFRXx0YoX',Canada
144,sylvainfaust,2017-12-03,Twitter for iPad,0,1,1,b'RT @theFliegerFaust: #JustinTrudeau to visit #China December 3 to 7 \xe2\x80\x93 Why Guangzhou? Read More!    #aviation #bombardier #cseries #crjserie\xe2\x80\xa6',
141,sylvainfaust,2017-12-03,Twitter for iPad,0,1,-1,"b'RT @theFliegerFaust: #Mexico demo of #CSeries #CS300 by #Bombardier, 8 pictures from the #secret event. #avgeek #aviation #airline #airbus\xe2\x80\xa6'",
143,sylvainfaust,2017-12-03,Twitter for iPad,0,1,0,b'RT @theFliegerFaust: Dec. 2 \xc2\xa02017 Korean Air People are in Mirabel - #CSeries Production Update News!\n#bombardier #SWISS #airBaltic #KAL #a\xe2\x80\xa6',
